window_end,pvalue,beta,is_cointegrated
2018-12-19,0.8161636281981918,0.6693743824224875,False
2018-12-26,0.753541348295093,0.6658229484632869,False
2019-01-02,0.6946185505509435,0.6618615812101807,False
2019-01-09,0.5944174195507068,0.6586190149855448,False
2019-01-16,0.4460967368973279,0.6505268250292113,False
2019-01-23,0.500697525492607,0.6420551101094549,False
2019-01-30,0.6116488050693579,0.6413252158494385,False
2019-02-06,0.6754110573859464,0.6416504027748375,False
2019-02-13,0.6698575000174377,0.6426729694941137,False
2019-02-20,0.6453237223338072,0.6432130033489198,False
2019-02-27,0.6431727238093176,0.6444273956540805,False
2019-03-06,0.7387332616759132,0.6457826616824469,False
2019-03-13,0.7227398770409073,0.6497255026821189,False
2019-03-20,0.6403163754364998,0.6510903714133713,False
2019-03-27,0.765728419264521,0.6554524272562356,False
2019-04-03,0.8613246944130413,0.6574879513767662,False
2019-04-10,0.8245301844724213,0.6628141547804915,False
2019-04-17,0.9117457131291533,0.6633894284664617,False
2019-04-24,0.8955769535263114,0.6614023220276471,False
2019-05-01,0.8406217124642354,0.6621177672059669,False
2019-05-08,0.8498832196481212,0.6607230836965077,False
2019-05-15,0.8308212502938408,0.6602676803106018,False
2019-05-22,0.9010796643416983,0.6565841870837852,False
2019-05-29,0.9468763043926094,0.6504163388763202,False
2019-06-05,0.9791806061772111,0.654691307154063,False
2019-06-12,0.9759983031154512,0.6649080372099156,False
2019-06-19,0.9804416080238151,0.6831056772893089,False
2019-06-26,0.8974544439715999,0.7215685246907988,False
2019-07-03,0.8474857024527043,0.7522216822223676,False
2019-07-10,0.6417656935180727,0.7774447030644083,False
2019-07-17,0.4303036221811516,0.7954187857823067,False
2019-07-24,0.41699680398205863,0.7869982817654159,False
2019-07-31,0.5727206043257378,0.7794839933039888,False
2019-08-07,0.7209761275090504,0.7647241319921197,False
2019-08-14,0.5089810733259176,0.7567269825744525,False
2019-08-21,0.36273204923619207,0.7571582150622251,False
2019-08-28,0.42453644365813226,0.7564189619234203,False
2019-09-04,0.4209917489401345,0.7569401234305417,False
2019-09-11,0.37982243773381197,0.7574095324802399,False
2019-09-18,0.46018600273190635,0.7585943991294237,False
2019-09-25,0.5300991886004132,0.7590188081817221,False
2019-10-02,0.4514725277688553,0.7588978558881578,False
2019-10-09,0.4982718322250439,0.7592981248899302,False
2019-10-16,0.5801810480409174,0.7578613945682529,False
2019-10-23,0.5885107914089736,0.7576233366104137,False
2019-10-30,0.5536697629017097,0.7577855412082432,False
2019-11-06,0.4319921810129741,0.7563519150363743,False
2019-11-13,0.5427688296424551,0.7569904833257093,False
2019-11-20,0.5064981610418264,0.759621649858158,False
2019-11-27,0.45577526434569526,0.7637836121627986,False
2019-12-04,0.556453631766104,0.7643186723465663,False
2019-12-11,0.54184001423808,0.7622969770887635,False
2019-12-18,0.48453527488577547,0.7587188692857683,False
2019-12-25,0.4104513373142698,0.7517223469884102,False
2020-01-01,0.5869484392049023,0.7395930517349363,False
2020-01-08,0.6555172259178895,0.7283009970224344,False
2020-01-15,0.5729999979359248,0.7202031266824305,False
2020-01-22,0.6368713208560224,0.7132605669635694,False
2020-01-29,0.49330920149087437,0.707944468398064,False
2020-02-05,0.3126882028203137,0.7012041037113935,False
2020-02-12,0.3382663297767642,0.6952308635171576,False
2020-02-19,0.8761914081072792,0.6851362862385335,False
2020-02-26,0.32704104517792376,0.6764704606798742,False
2020-03-04,0.28769290502137057,0.6732001060461867,False
2020-03-11,0.25521746835468206,0.6699713399334396,False
2020-03-18,0.32671973147260835,0.6428876764360216,False
2020-03-25,0.20295465256496198,0.6265489646282008,False
2020-04-01,0.8329320025474347,0.6101414907456338,False
2020-04-08,0.8619561898554952,0.5933127419253829,False
2020-04-15,0.9880129267156836,0.5861226823062502,False
2020-04-22,0.9933999762440595,0.5776330179791669,False
2020-04-29,0.9851211699723808,0.5840562563341967,False
2020-05-06,0.988776816340189,0.5883692751047523,False
2020-05-13,0.9864617975062668,0.5956310754217734,False
2020-05-20,0.8923242827246494,0.6167872610394944,False
2020-05-27,0.5120973029414321,0.6307941600097197,False
2020-06-03,0.5384125599563766,0.6371073325993464,False
2020-06-10,0.6168644057469855,0.6395670252045917,False
2020-06-17,0.7062008572176233,0.6436652537560856,False
2020-06-24,0.6870716930148555,0.6506559518100803,False
2020-07-01,0.6634214069979123,0.6601965823760989,False
2020-07-08,0.6289022676253067,0.6684773690809327,False
2020-07-15,0.6412822570157145,0.6724502833021454,False
2020-07-22,0.66352685863997,0.6706065767009926,False
2020-07-29,0.661544988117788,0.6684678610011865,False
2020-08-05,0.6789478700559124,0.6661510863372768,False
2020-08-12,0.6712320894367662,0.6625727295803202,False
2020-08-19,0.733641140508456,0.6598984915631274,False
