Date,alpha,beta,spread,spread_std,zscore
2018-01-02,-0.08841567284407009,1.0940781569363733,-0.011526398057242204,215.79514633573973,-5.341361125569123e-05
2018-01-03,-0.08837038578165696,1.0939097030551386,-0.03655693694852857,2.1729902114678716,-0.016823332546829137
2018-01-04,-0.0883585709295764,1.0938495605781648,-0.013113336932889297,2.1824910680586993,-0.00600842639166146
2018-01-05,-0.08833094888693103,1.0937533551430811,-0.021101990466348752,2.196460029499454,-0.009607272694672087
2018-01-08,-0.08834515946003021,1.0939116657007306,0.03482741072050999,2.200979163687274,0.015823598557909126
2018-01-09,-0.08836274199478651,1.09410486042427,0.042590829312729284,2.205603990811874,0.019310279401993542
2018-01-10,-0.08835250681655457,1.0942298003580253,0.027518448445306376,2.201844097783347,0.012497909580887177
2018-01-11,-0.08824952176080407,1.0939158530742714,-0.06952856568202037,2.2181024622906733,-0.03134596659264199
2018-01-12,-0.08822425559826315,1.0938293861539392,-0.01927929979763121,2.232756334552039,-0.008634753152094065
2018-01-15,-0.08822425594281243,1.0938293041415097,-1.831042635558333e-05,2.2327324280584917,-8.200904920571005e-06
2018-01-16,-0.08821790383571096,1.093867013452371,0.008394735756269256,2.2246134576031804,0.0037735705174209563
2018-01-17,-0.08835502313782796,1.0941893648056626,0.07226116816113404,2.246123268382644,0.03217150598024249
2018-01-18,-0.08836410676169731,1.0940493575640045,-0.03141122317813938,2.243025365296104,-0.014003953617346968
2018-01-19,-0.08838886536104944,1.0941838036506777,0.030257899084546125,2.2525511238870988,0.013432724684326719
2018-01-22,-0.08834857060196714,1.09406849575954,-0.0261399054815854,2.2706303092621885,-0.011512180285340779
2018-01-23,-0.08835332683115762,1.0941181247739904,0.011288876000094206,2.2757533758278803,0.004960500606085009
2018-01-24,-0.0883540836220483,1.0940893484007055,-0.006545878383235504,2.2746121130206487,-0.002877799843658918
2018-01-25,-0.08835277264570851,1.0940067627093255,-0.018791261761805345,2.2756610061264135,-0.008257496046738292
2018-01-26,-0.08832920013249008,1.0939597092395619,-0.01080793278779879,2.3021517148982698,-0.004694709179180394
2018-01-29,-0.08822924253215148,1.0942851607596604,0.07450092201941061,2.2862140322989064,0.03258702858388813
2018-01-30,-0.08830252293937872,1.0941319140491628,-0.03473375391362765,2.261877276093118,-0.015356162016721953
2018-01-31,-0.08833550798916594,1.0950435363150577,0.2063430392764758,2.263970432923321,0.09114210869354782
