Date,alpha,beta,spread,spread_std,zscore
2018-01-02,-1.0897169509627975,1.0044493234616205,-0.053715955016883754,236.00792049311244,-0.00022760234022930337
2018-01-03,-1.0898364175902109,1.0049482044459164,0.11842532670397077,2.376380077738177,0.04983433745021429
2018-01-04,-1.0898123246100213,1.0048124310005848,-0.032378033602014966,2.3866422510611907,-0.01356635398020733
2018-01-05,-1.0898927947327341,1.005123038982524,0.07451331418840823,2.401709511914887,0.031025115160158837
2018-01-08,-1.0898578836131756,1.0047270898570106,-0.09526421226991033,2.407001558733598,-0.03957796035663223
2018-01-09,-1.0898551050858587,1.0046964189863459,-0.007396066721724992,2.4124855224842845,-0.0030657455362089834
2018-01-10,-1.0898503131204011,1.0047647243958038,0.016456208321272925,2.408645506595318,0.006832142079941932
2018-01-11,-1.0898978758966298,1.0049297330130327,0.03997633389710131,2.425737536988998,0.016480073910519952
2018-01-12,-1.0898834551564114,1.0048751389549808,-0.01331420019934626,2.4415758121888653,-0.005453117668056401
2018-01-15,-1.0898834553722383,1.0048750824879724,-1.3786115800940024e-05,2.4415504502035494,-5.6464595273018795e-06
2018-01-16,-1.0898518937323456,1.0050818314342416,0.05032569994432379,2.4327530354352223,0.02068672783931825
2018-01-17,-1.0896607571959342,1.0046054126356208,-0.11685593242722803,2.457003246031286,-0.04756034922460174
2018-01-18,-1.0896725919222991,1.004422008147676,-0.045003879232979216,2.4532985369168934,-0.018344232695600284
2018-01-19,-1.0896995970214165,1.004577711273696,0.03833611236493084,2.4640231948430964,0.015558340702783847
2018-01-22,-1.089751684669037,1.004742837404327,0.04095467348128068,2.4835399153288926,0.016490443027913686
2018-01-23,-1.0897333393912247,1.0045378880335625,-0.05099574735424994,2.489259393534337,-0.020486313112529592
2018-01-24,-1.089729831421241,1.004677628412759,0.03476814317241406,2.487944732314931,0.013974644501071259
2018-01-25,-1.0897302493327292,1.0047140418214306,0.00906200167668203,2.488904606367484,0.0036409598236502422
2018-01-26,-1.0896973229443172,1.0046419430218005,-0.01811842761375715,2.517772404701019,-0.00719621343848539
2018-01-29,-1.0896931095869251,1.004657613988054,0.003923440471965023,2.5010828778438903,0.0015686967060233145
2018-01-30,-1.0894247462249445,1.0052636026850124,0.15018793646950712,2.474102895586268,0.06070399769445252
2018-01-31,-1.089339867451544,1.003992325201574,-0.31497759308527407,2.478463776815514,-0.12708581663839244
2018-02-01,-1.0893323575444902,1.004128185889648,0.03363549323762527,2.475321911285171,0.013588330909316736
2018-02-02,-1.0889704063690886,1.0045212803676173,0.09551840775151277,2.420879291859208,0.03945608030632362
2018-02-05,-1.0894770354611787,1.004240576692589,-0.06565224563112793,2.3211765545209335,-0.028284037895892785
2018-02-06,-1.0894994005943426,1.004267853781554,0.0064316966214335025,2.3663919854910485,0.0027179337408459255
2018-02-07,-1.0892965862870865,1.0050304829246508,0.17954180032413092,2.3517162727095444,0.07634500913550712
2018-02-08,-1.089900723785427,1.0046648919553032,-0.08340451988451036,2.265156566266715,-0.03682064239028401
2018-02-09,-1.0894681206860017,1.004020274340595,-0.14783299641987924,2.3002946804864224,-0.0642669818236585
2018-02-12,-1.0902009531950392,1.0053120211604945,0.3003222431921415,2.33082261564679,0.12884817625162942
2018-02-13,-1.0901472034527628,1.0048694312134783,-0.10339714254399723,2.337547411917866,-0.044233174487427376
2018-02-14,-1.0899537028380872,1.0045339664928459,-0.07929516295951089,2.3697311864671633,-0.03346167000389842
2018-02-15,-1.0901045814803374,1.0048277577816649,0.07032496229220442,2.399051151434721,0.029313656880616115
2018-02-16,-1.0901048435616822,1.0048650640725003,0.008951217560820623,2.399597424865556,0.003730299702802081
2018-02-19,-1.0901048433953202,1.0048651040625824,9.5956103507433e-06,2.3995967557888194,3.998842858740629e-06
2018-02-20,-1.0901379658437997,1.0047382842743873,-0.03027756397600001,2.3849656724243506,-0.012695178100916835
2018-02-21,-1.0900918612413641,1.0049453948845255,0.049184412562681246,2.3726931058081444,0.020729361265593986
2018-02-22,-1.090088158134774,1.0048754401189375,-0.016616014926881917,2.375925071225433,-0.006993492820172085
2018-02-23,-1.090020040880589,1.004771842999581,-0.024936453496195554,2.413878411866721,-0.010330451349002075
2018-02-26,-1.0899496535654454,1.0046241077369034,-0.0360041792104937,2.442044202274448,-0.014743459261286292
2018-02-27,-1.0899501333559962,1.0046231880005576,-0.00022227969020605087,2.411695920231268,-9.216737829234106e-05
2018-02-28,-1.0893269267488688,1.0059123217770476,0.30798228106627334,2.384362471813972,0.12916755934007257
2018-03-01,-1.0900013707055056,1.004737112266187,-0.2771483130305512,2.352685404064804,-0.11780083837461391
2018-03-02,-1.0899018876105102,1.0043059400482635,-0.10189845373108142,2.365759328184364,-0.04307219780013923
2018-03-05,-1.0901038251935822,1.0047457840628233,0.10499575223576585,2.3919044299689953,0.04389629908295577
2018-03-06,-1.090080421808961,1.004534336147225,-0.05068679154865663,2.3983863792867846,-0.02113370555570346
